date,d feed iron %,d feed silica %,u starch m3/h,u amina m3/h,d feed m3/h,d feed ph,d feed SG,x C01.air.flow Nm3/h,x C02.air.flow Nm3/h,x C03.air.flow Nm3/h,x C04.air.flow Nm3/h,x C05.air.flow Nm3/h,x C06.air.flow Nm3/h,x C07.air.flow Nm3/h,x C01.froth.depth mm,x C02.froth.depth mm,x C03.froth.depth mm,x C04.froth.depth mm,x C05.froth.depth mm,x C06.froth.depth mm,x C07.froth.depth mm,y product iron %,y product silica %
2017-04-12 05:00:00,52.75,18.87,2435.09,559.938,397.591,9.9592,1.76636,249.3345,249.665,250.0525,296.38833944285,304.16546451305,250.0825,250.7315,600.1365000000001,602.0754999999999,599.551,449.141,449.9195,459.923,447.728,63.0152486188,5.0593646409
2017-04-12 05:20:00,52.75,18.87,2257.82,568.5335,401.2195,9.96919,1.769665,249.357,249.17,249.558,296.38244501465,304.1239753813,250.145,250.2605,597.328,601.653,599.366,448.577,451.798,452.5615,450.906,63.36,4.645
2017-04-12 05:40:00,52.75,18.87,2321.015,563.1735,401.44,9.835045,1.775235,249.665,248.3385,249.97,296.3765505865,304.08248624955,249.974,248.993,602.113,600.498,600.0585,447.759,444.9385,458.819,451.269,63.7047513812,4.2306353591
2017-04-12 06:00:00,52.75,18.87,2326.55,561.5565,400.5325,9.714195,1.776775,249.956,249.8705,250.17,296.37065615835,304.0409971178,250.049,249.576,598.988,599.386,603.1605,452.255,448.831,451.163,452.742,63.88,4.02
2017-04-12 06:20:00,52.75,18.87,2410.825,561.3755,401.1835,9.73488,1.776145,250.3865,251.648,250.269,296.36476173020003,303.99950798605005,250.307,249.003,600.91,599.531,600.294,451.0135,452.166,449.2375,450.88,64.48,3.87
2017-04-12 06:40:00,52.75,18.87,2517.4300000000003,564.7015,401.49,9.88382,1.78584,249.9775,249.609,250.0365,296.35886730205004,303.95801885435003,249.5965,249.7085,600.723,599.7929999999999,599.5435,450.943,446.571,452.1865,451.077,64.48,3.87
2017-04-12 07:00:00,53.43,17.09,777.8745,566.2185,399.0225,9.914795000000002,1.78537,249.8645,249.6375,250.1705,296.3529728739,303.9165297226,250.245,249.399,601.5785000000001,601.7645,599.9984999999999,449.72,454.254,450.464,449.8915,64.48,3.87
2017-04-12 07:20:00,53.43,17.09,1573.25,554.9815000000001,399.095,9.87096,1.76891,248.9795,249.7285,249.7265,296.34707844575,303.87504059084995,248.5945,249.444,599.094,600.9515,596.739,452.339,451.9945,443.9885,446.8605,64.71,2.49
2017-04-12 07:40:00,53.43,17.09,1924.575,552.722,400.801,9.82405,1.766905,249.4875,249.285,250.332,296.3411840176,303.8335514591,250.2855,250.32,599.2935,602.8085,598.3785,449.953,449.7275,454.6935,447.9425,64.71,2.49
2017-04-12 08:00:00,53.43,17.09,1893.445,548.4845,399.641,9.67659,1.767265,249.489,250.088,249.82,296.33528958945,303.79206232735,250.0405,249.39,598.5345,599.056,600.1835000000001,448.1955,449.3005,451.0195,445.918,64.71,2.49
2017-04-12 08:20:00,53.43,17.09,1916.545,562.279,402.25,9.51116,1.7666149999999998,250.101,251.222,249.875,296.3293951613,303.75057319565,250.2165,249.384,600.4135,596.4770000000001,598.909,451.517,452.5715,451.28,454.432,65.02,2.22
2017-04-12 08:40:00,53.43,17.09,2072.905,562.223,399.747,9.31902,1.765185,250.269,249.52,249.89,296.32350073315,303.7090840639,250.442,250.2235,600.2805,599.863,601.781,452.3385,448.9595,452.885,452.7305,65.02,2.22
2017-04-12 09:00:00,53.43,17.09,2119.21,561.2615000000001,400.7255,9.336265,1.763115,250.035,250.558,250.378,296.317606305,303.66759493215,250.187,250.15750000000003,603.245,602.1775,601.1955,448.99,450.1725,449.4045,455.7435,65.02,2.22
2017-04-12 09:20:00,53.43,17.09,1260.4450000000002,562.4315,401.18,9.43769,1.76236,252.686,252.5315,250.3075,296.31171187685004,303.6261058004,255.4445,250.7,601.9739999999999,586.1310000000001,600.0935,457.334,452.8845,457.3135,451.035,63.72,4.04
2017-04-12 09:40:00,53.43,17.09,1626.245,551.9365,400.2705,9.565305,1.7502,249.7095,250.8985,250.216,296.30581744865003,303.58461666865,250.3455,249.9295,596.7025,248.9775,599.386,449.9575,448.8235,448.063,445.378,63.72,4.04
2017-04-12 10:00:00,53.43,17.09,2121.09,555.7059999999999,399.9815,9.59963,1.75649,249.6205,249.132,249.691,296.29992302054995,303.54312753695,248.087,249.449,599.819,341.38075000000003,599.318,454.122,450.265,450.933,450.1655,63.72,4.04
2017-04-12 10:20:00,53.43,17.09,2230.9350000000004,546.7104999999999,401.4125,9.411365,1.758955,249.193,250.1095,249.761,296.29402859234995,303.5016384052,250.269,249.031,597.3755,572.9029533898,600.075,452.09375,455.293,438.675,446.132,65.9,1.58
2017-04-12 10:40:00,53.43,17.09,2324.895,547.573,399.7345,9.226885,1.76045,249.593,251.1505,249.573,296.28813416425,303.46014927345004,249.856,249.6625,597.6465000000001,544.9758750000001,599.98,456.3125,457.939,455.1505,455.6705,65.9,1.58
2017-04-12 11:00:00,53.43,17.09,2411.585,549.765,401.0345,9.243825,1.760415,249.8835,249.7695,250.1275,296.28223973605,303.4186601417,249.798,249.78500000000005,597.0325,221.89377941175,600.16,455.6885,451.0395,446.1015,449.883,65.9,1.58
2017-04-12 11:20:00,53.43,17.09,2314.58,554.6424999999999,401.0765,9.411025,1.76646,249.896,250.458,249.836,296.27634530795,303.37717100995,250.2835,249.829,599.814,736.7795,599.893,457.0835,461.073,442.654,448.992,65.14,2.21
2017-04-12 12:00:00,53.43,17.09,1215.54,530.947,400.2575,9.603665,1.7530450000000002,249.84500000000003,253.321,249.723,296.2645564516,303.2941927465,252.9125,250.049,607.0875,214.239,597.533,430.436,444.5695,465.852,460.7695,65.14,2.21
2017-04-12 12:20:00,53.43,17.09,486.64453571425,544.0245,400.031,9.700625,1.74707,250.262,248.3415,250.3225,296.25866202345003,303.25270361475,250.1385,250.1805,600.673,806.9442179487501,601.1005,452.323,450.2685,459.099,448.4425,64.99,2.13
2017-04-12 12:40:00,53.43,17.09,1154.18,535.017,397.2725,9.76181,1.73059,250.07,250.7365,249.4445,296.2527675953,303.211214483,250.209,250.1015,598.934,439.207,598.7764999999999,430.856,451.508,461.9165,448.4525,64.99,2.13
2017-04-12 13:00:00,53.43,17.09,1665.06,536.0525,398.653,9.76093,1.73424,250.212,249.249,249.6435,296.24687316715,303.16972535125,250.076,250.058,602.6995,246.053,600.327,452.005875,447.236,440.386,452.1925,64.99,2.13
2017-04-12 13:20:00,53.43,17.09,914.2695,536.8215,399.4005,9.68346,1.737575,250.0675,249.8275,249.554,296.240978739,303.12823621955,250.1035,249.756,598.2065,568.549,597.9549999999999,448.221,452.4345,454.4455,451.8605,65.03,2.27
2017-04-12 13:40:00,53.43,17.09,1460.315,520.8299999999999,397.1955,9.535865,1.7396250000000002,249.7465,249.127,250.552,296.23508431085,303.0867470878,249.39,249.838,605.364,272.0005,598.562,447.333,452.841,451.799,447.8285,65.03,2.27
2017-04-12 14:00:00,53.43,17.09,1174.97330625,516.6435,400.946,9.4629,1.7385199999999998,250.2745,249.5765,249.8585,296.2291898827,303.04525795605,249.998,250.241,599.577,240.03970731705,606.626,456.707,451.051,455.9215,453.2805,65.03,2.27
2017-04-12 14:20:00,53.43,17.09,1115.6799999999998,502.484,402.4405,9.653305,1.70663,250.1095,249.3185,249.988,296.22329545455,303.0037688243,250.007,250.047,602.327,766.5436928571501,600.4784999999999,466.526,452.6955,446.3995,462.063,64.69,2.34
2017-04-12 14:40:00,53.43,17.09,1169.64616666665,436.885,399.4185,9.69159,1.61261,248.8545,249.1755,249.685,296.2174010264,302.96227969255006,250.269,249.872,598.062,783.45859285715,600.692,450.6325,446.3645,455.1455,451.789,64.69,2.34
2017-04-12 15:00:00,53.43,17.09,1070.765,403.92,400.4525,9.732065,1.57397,249.6985,250.2435,249.8925,296.21150659825,302.92079056085004,250.0345,250.043,600.572,221.59841666665,600.1395,450.1185,447.67,450.481,449.137,64.69,2.34
2017-04-12 15:20:00,53.43,17.09,1755.9499999999998,416.9555,396.964,9.49713,1.589385,250.228,250.8525,250.2815,296.2056121701,302.8793014291,249.969,250.309,601.6825,235.07370454545,601.06,453.3355,449.0155,445.161,449.5775,62.59,4.88
2017-04-12 15:40:00,53.43,17.09,2272.705,459.6805,400.966,9.41264,1.64947,249.609,250.407,250.4175,296.19971774195005,302.83781229735,250.0075,250.113,600.7684999999999,256.92552272725004,601.814,448.0035,450.0075,451.443,450.452,62.59,4.88
2017-04-12 16:00:00,56.77,11.98,2271.695,485.3355,400.184,9.50402,1.687805,250.1655,249.562,249.2185,296.19382331375004,302.79632316560003,249.9745,249.235,605.4085,278.77734090905005,599.191,450.587,450.8765,454.8535,454.7575,62.59,4.88
2017-04-12 16:20:00,56.77,11.98,2280.65,500.1575,401.5615,9.64137,1.71603,250.1135,249.1735,249.765,296.18792888565,302.75483403385,250.0825,249.488,600.6265000000001,746.47,600.1185,466.296,446.02,449.8555,460.3435,64.35,2.64
2017-04-12 16:40:00,56.77,11.98,2180.865,537.109,401.4295,9.736955,1.73207,250.6415,250.171,250.4785,296.18203445745,302.71334490215,250.928,250.295,600.6285,699.4365,601.385,453.5875,451.48,448.893,447.705,64.35,2.64
2017-04-12 17:00:00,56.77,11.98,2163.7250000000004,540.8430000000001,399.4575,9.83135,1.73779,249.843,249.8,250.12,296.17614002935,302.6718557704,251.498,249.682,601.168,702.0105000000001,601.9755,452.305,451.7625000000001,452.401,453.623,64.35,2.64
2017-04-12 17:20:00,56.77,11.98,1979.985,548.6495,397.737,9.9387,1.745745,249.829,250.3945,249.77,296.17024560115,302.63036663865,248.6285,249.1685,595.21,697.1025,599.488,450.4775,448.3785,450.52,448.946,65.07,1.77
2017-04-12 17:40:00,56.77,11.98,724.3824869281,605.62,400.3925,9.82738,1.828275,250.093,250.4025,250.0105,296.16435117305,302.5888775069,250.344,250.1075,601.749,699.335,599.1265000000001,452.067,449.784,458.0055,452.9695,65.07,1.77
2017-04-12 18:00:00,56.77,11.98,515.32405555555,631.2855,399.9975,9.582395,1.8528993077,249.8525,250.2795,249.979,296.15845674485,302.54738837515004,249.987,249.8935,602.0495000000001,701.173,599.6525,450.7635,450.3785,451.967,455.2775,65.07,1.77
2017-04-12 18:20:00,56.77,11.98,911.061,594.1025,399.388,9.48746,1.80869,250.182,249.4295,250.1955,296.15256231675005,302.50589924345,250.233,249.8835,600.8,701.4635000000001,601.8205,449.768,449.9325,450.8215,452.297,65.04,1.99
2017-04-12 18:40:00,56.77,11.98,1037.605,520.7055,399.1925,9.498795,1.703265,249.904,249.477,250.2065,296.14666788855004,302.4644101117,249.7545,249.479,603.0255,698.8465,599.467,449.931,445.7835,451.0705,455.0485,65.04,1.99
2017-04-12 19:00:00,56.77,11.98,870.1575,450.703,397.676,9.537285,1.616885,250.269,250.4615,249.795,296.1407734604,302.42292097995005,250.256,249.842,601.3985,698.303,600.665,450.8265,448.3785,452.225,445.6105,65.04,1.99
2017-04-12 19:20:00,56.77,11.98,1138.275,381.3045,399.9795,9.467115,1.5224350000000002,250.0545,250.0905,249.852,296.13487903225,302.3814318482,250.1805,249.834,600.963,696.9925000000001,597.1815,454.286,452.845,454.547,451.7135,65.06,1.99
2017-04-12 19:40:00,56.77,11.98,1261.58,381.339,400.087,9.33397,1.5206375,249.7195,250.206,249.8375,296.1289846041,302.33994271645,249.9725,249.77,598.671,696.322,599.423,449.949,451.2795,449.7585,450.546,65.06,1.99
2017-04-12 20:00:00,56.77,11.98,1424.3249999999998,399.0305,398.2015,9.40638,1.53877,250.135,250.6365,249.823,296.12309017595,302.29845358474995,250.007,249.709,598.3040000000001,698.405,600.8595,450.311,448.158,448.282,449.6625,65.06,1.99
2017-04-12 20:20:00,56.77,11.98,1754.005,433.796,392.887,9.536285,1.5995750000000002,250.1845,250.9535,250.6455,296.1171957478,302.25696445295,250.488,248.6355,604.844,702.1365000000001,604.7239999999999,437.191,434.8185,441.4155,465.5305,65.01,1.85
2017-04-12 20:40:00,56.77,11.98,1809.125,418.9835000000001,402.303,9.633335,1.59024,249.909,250.6625,249.689,296.11130131965,302.21547532125,249.935,249.634,606.5835,706.963,602.5415,445.081,447.287,464.741,453.3495,65.01,1.85
2017-04-12 21:00:00,56.77,11.98,1997.595,463.304,401.3925,9.47895,1.649925,249.8485,250.2775,249.6505,296.1054068915,302.1739861895,249.991,249.573,598.4865,699.306,600.163,454.059,452.4455,456.264,454.978,65.01,1.85
2017-04-12 21:20:00,56.77,11.98,2228.45,493.1595,401.7995,9.49634,1.69921,249.8045,249.8245,249.8005,296.09951246335004,302.13249705775,250.1775,250.105,599.038,703.6535,598.562,458.855,448.685,454.394,451.8665,65.28,1.45
2017-04-12 21:40:00,56.77,11.98,1989.915,509.706,401.454,9.53048,1.72183,250.0405,249.8915,249.8485,296.0936180352,302.09100792605,250.269,249.58,599.4385,699.4449999999999,599.7355,453.0655,450.853,451.91600000000005,452.372,65.28,1.45
2017-04-12 22:00:00,56.77,11.98,2203.255,510.1695,399.386,9.569975,1.722805,250.0745,251.0525,249.829,296.08772360704995,302.04951879425005,249.898,249.0155,599.084,700.367,599.394,450.8895,449.192,451.181,451.34,65.28,1.45
2017-04-12 22:20:00,56.77,11.98,2326.25,497.1965,399.1165,9.55228,1.7061449999999998,249.874,249.616,249.3925,296.0818291789,302.00802966255003,250.048,249.6275,600.0889999999999,697.0475,599.1565,449.639,449.5285,454.954,452.476,65.05,1.63
2017-04-12 22:40:00,56.77,11.98,1760.355,482.203,398.813,9.595009999999998,1.690285,249.9965,251.124,249.709,296.07593475075,301.9665405308,250.053,250.0435,598.6575,698.703,599.9215,452.294,454.193,453.0775,450.5525,65.05,1.63
2017-04-12 23:00:00,56.77,11.98,2141.65,472.8605,400.7705,9.539715,1.699315,249.829,250.489,249.9925,296.07004032255,301.92505139904995,249.9635,249.2735,597.8565,697.9925000000001,597.2750000000001,449.583,448.9105,450.454,449.4375,65.05,1.63
2017-04-12 23:20:00,56.77,11.98,1511.1953947368502,463.071,401.2205,9.435745,1.71712,250.079,249.891,249.906,296.06414589445,301.88356226735004,250.319,249.936,599.042,699.5805,600.7325,451.668,448.6195,449.1825,448.619,65.5,1.58
2017-04-12 23:40:00,56.77,11.98,1389.65,454.8525,399.913,9.35034,1.70317,250.1155,250.2645,249.70800000000003,296.05825146625,301.84207313555,250.034,250.1075,599.838,700.606,600.5070000000001,450.516,447.3085,453.813,449.946,65.5,1.58
2017-04-13 00:00:00,56.77,11.98,1623.935,442.122,398.9675,9.340145,1.68499,250.151,250.4245,249.5275,296.05235703815003,301.80058400385,250.108,250.252,599.9955,697.9935,599.2695,448.225,449.3845,452.645,450.412,65.5,1.58
2017-04-13 00:20:00,56.77,11.98,1511.475,449.8715,400.8265,9.194855,1.697805,250.1165,250.4605,249.39,296.04646260995,301.7590948721,250.0465,249.669,599.056,699.5364999999999,601.3489999999999,450.4795,448.964,450.1145,446.9775,65.65,1.51
2017-04-13 00:40:00,56.77,11.98,1848.375,443.5055,398.028,9.19056,1.707395,250.044,249.406,249.6025,296.04056818184995,301.71760574035,249.801,249.7115,600.4079999999999,703.587,597.79,450.2525,451.3200000000001,449.6905,450.5815,65.65,1.51
2017-04-13 01:00:00,53.04,19.19,2244.245,455.4055,398.502,9.421945,1.7411249999999998,250.1205,250.6175,251.137,296.03467375365005,301.67611660865,249.937,248.036,614.099,704.0340000000001,607.524,446.932,450.3055,461.229,467.5185,65.65,1.51
2017-04-13 01:20:00,53.04,19.19,2470.21,472.6255,400.7395,9.62698,1.7627000000000002,250.125,249.7125,249.6795,296.0287793255,301.63462747685,249.9245,250.089,600.7685,701.815,600.0285,451.2645,449.9165,455.751,449.0715,64.86,1.57
2017-04-13 01:40:00,53.04,19.19,2343.815,451.6515,398.9980000000001,9.635965,1.768385,250.145,249.843,249.82,296.02288489735,301.59313834515,250.112,250.131,599.6975,700.0935,599.956,456.19,451.062,457.6775,455.1495,64.86,1.57
2017-04-13 02:00:00,53.04,19.19,2487.035,450.8715,400.171,9.68169,1.76302,250.175,249.843,249.6105,296.0169904692,301.5516492134,250.129,249.5525,604.1614999999999,698.556,601.7045,448.068,442.9210000000001,457.312,439.444,64.86,1.57
2017-04-13 02:20:00,53.04,19.19,2349.625,448.192,401.8815,9.75947,1.765635,249.846,251.26,250.093,296.01109604105,301.51016008165004,250.123,249.87,599.6675,699.8785,598.426,448.801,448.6205,452.236,451.9235,64.86,2.29
2017-04-13 02:40:00,53.04,19.19,2389.1400000000003,441.701,397.674,9.941,1.7520099999999998,249.899,249.5695,249.5385,296.0052016129,301.46867094995,250.045,249.6005,610.4870000000001,706.42,604.04,456.078,446.759,452.326,452.644,64.86,2.29
2017-04-13 03:00:00,53.04,19.19,2185.94,440.7395,401.4025,9.955705,1.748595,250.028,250.2895,249.8335,295.99930718475,301.42718181815,250.0225,250.123,803.542,800.9065,799.626,457.978,458.312,453.966,460.76700000000005,64.86,2.29
2017-04-13 03:20:00,53.04,19.19,705.2995,447.292,399.9815,9.853615,1.760615,250.0155,250.2395,249.927,295.9934127566,301.38569268645,249.882,249.4785,796.925,799.686,799.8615,448.8815,451.819,460.0105,450.989,64.62,2.59
2017-04-13 03:40:00,53.04,19.19,1493.755,423.934,398.159,9.75404,1.75447,250.0495,251.1445,250.227,295.98751832845005,301.3442035547,250.186,249.525,801.9905,799.761,800.585,445.297,443.592,448.436,448.887,64.62,2.59
2017-04-13 04:00:00,53.04,19.19,1777.685,409.347,399.269,9.706135,1.730005,249.88350000000003,249.2415,249.8335,295.9816239003,301.30271442295,250.0635,248.9555,798.7955,799.9404999999999,799.335,453.173,458.271,457.784,452.993,64.62,2.59
2017-04-13 04:20:00,53.04,19.19,2075.8050000000003,390.4195,399.687,9.688055,1.72883,249.954,249.1805,249.8855,295.97572947215,301.26122529125,250.1685,249.5085,800.0905,801.8605,799.174,449.93,450.453,459.5385,451.3485,65.68,1.52
2017-04-13 04:40:00,53.04,19.19,2041.99,392.969,400.0355,9.498665,1.73988,250.0675,250.2195,249.4305,295.969835044,301.21973615945,249.9285,250.0435,799.3555,802.031,799.5699999999999,454.967,452.3735,445.7885,442.4665,65.68,1.52
2017-04-13 05:00:00,53.04,19.19,1657.475,457.767,399.286,9.287165,1.745705,250.092,250.49,249.641,295.96394061585,301.17824702775,250.124,249.6795,795.3115,798.0215000000001,798.422,442.3555,438.751,445.3645,445.287,65.68,1.52
2017-04-13 05:20:00,53.04,19.19,2065.195,464.7515,399.241,9.06637,1.75339,249.886,249.4645,250.8245,295.95804618765,301.136757896,249.9625,250.1765,801.7750000000001,799.4805,798.9575,455.3525,453.268,454.0665,460.562,65.38,2.63
2017-04-13 05:40:00,53.04,19.19,2186.045,504.2685,401.2005,9.094795,1.7602250000000002,249.912,249.725,249.7435,295.95215175955,301.09526876425,249.99,250.008,796.8589999999999,799.5995,799.5635,445.1785,449.6975,448.0135,453.121,65.38,2.63
2017-04-13 06:00:00,53.04,19.19,2030.8,507.8875,399.827,9.170735,1.77002,250.084,250.3995,249.9775,295.94625733135,301.05377963255,250.1625,249.698,798.5715,800.4114999999999,799.1685,446.557,451.5145,451.523,446.636,65.38,2.63
2017-04-13 06:20:00,53.04,19.19,2179.435,510.7425,400.3775,9.27637,1.77022,250.049,250.387,249.9405,295.94036290325005,301.01229050075005,250.069,249.773,802.2049999999999,800.1089999999999,801.5035,444.2015,450.74,456.152,446.349,64.1,3.3
2017-04-13 06:40:00,53.04,19.19,2294.94,500.703,401.295,9.30075,1.77116,249.9615,250.9735,249.8095,295.93446847505004,300.97080136905004,249.9795,250.0405,798.878,799.663,798.7075,445.546,447.4515,449.064,449.115,64.1,3.3
2017-04-13 07:00:00,55.6,13.79,2512.6850000000004,499.7225,399.023,9.436555,1.774635,249.996,249.0585,249.997,295.92857404695,300.9293122373,249.3265,249.7435,800.005,799.4945,800.0345,455.1235,454.5095,460.4595,456.567,64.1,3.3
2017-04-13 07:20:00,55.6,13.79,2436.385,469.971,398.2395,9.5478,1.762245,249.931,249.912,250.3245,295.92267961874995,300.88782310555,249.6685,249.265,799.9565,801.8045,799.886,370.8885,447.663,460.5805,443.676,64.16,3.53
2017-04-13 07:40:00,55.6,13.79,1860.395,459.4925,398.9855,9.711095,1.748675,250.168,250.592,250.4495,295.91678519065,300.84633397385005,249.8045,249.367,797.71,800.771,797.413,219.3690588235,443.987,453.381,446.9965,64.16,3.53
2017-04-13 08:00:00,55.6,13.79,2006.765,415.273,400.4715,9.952625,1.680335,250.52,249.3555,250.0065,295.91089076245,300.80484484205,249.883,249.7145,801.0505,799.95,798.1345,177.52135678395,449.0615,453.688,447.4555,64.16,3.53
2017-04-13 08:20:00,55.6,13.79,2112.865,434.619,400.8305,9.841445,1.70401,249.814,249.9775,250.2765,295.9049963343,300.76335571035,250.0265,250.507,799.607,800.1105,799.9995,178.9324120603,452.908,449.981,448.753,64.07,3.6
2017-04-13 08:40:00,55.6,13.79,1762.615,439.5085,398.955,9.72584,1.73141,250.2005,249.152,249.813,295.89910190615,300.7218665786,250.212,249.817,797.808,799.1814999999999,800.098,180.3434673367,445.8285,445.707,446.276,64.07,3.6
2017-04-13 09:00:00,55.6,13.79,1873.775,454.81,400.1925,9.70568,1.75217,249.829,250.1675,249.9625,295.893207478,300.68037744685,250.227,249.5725,800.49,802.327,802.1700000000001,464.208,452.4735,450.7265,462.9815,64.07,3.6
2017-04-13 09:20:00,55.6,13.79,1470.955,436.877,400.1295,9.74448,1.71352,249.827,250.1715,250.1695,295.88731304985004,300.63888831515,250.1025,249.9305,798.879,802.971,800.3865000000001,439.1085,451.496,455.6465,452.588,63.73,3.97
2017-04-13 09:40:00,55.6,13.79,1840.245,429.9155,400.4145,9.838275,1.65667,250.2215,250.415,250.0635,295.8814186217,300.59739918335003,250.138,250.5775,798.502,796.336,798.6769999999999,463.458,449.165,453.6025,457.217,63.73,3.97
2017-04-13 10:00:00,55.6,13.79,2216.645,457.904,399.2215,9.61109,1.69435,249.931,249.193,249.887,295.87552419354995,300.55591005165,249.781,249.3925,800.6134999999999,798.7795000000001,799.7429999999999,433.7745,454.04,452.557,449.235,63.73,3.97
2017-04-13 10:20:00,55.6,13.79,2183.165,492.554,399.9215,9.71199,1.747115,249.353,250.066,249.8795,295.8696297654,300.5144209199,249.06,248.995,800.24,798.6345,798.258,456.7605,449.51,455.207,452.2095,64.89,2.78
2017-04-13 10:40:00,55.6,13.79,1794.555,493.497,401.3515,9.78934,1.753435,249.953,249.568,249.84,295.86373533725,300.47293178815005,250.244,250.393,800.797,800.616,799.9300000000001,449.8055,445.974,439.2695,447.724,64.89,2.78
2017-04-13 11:00:00,55.6,13.79,1806.555,519.2405,398.397,9.83283,1.752605,250.6065,250.8505,250.425,295.8578409091,300.43144265645003,249.641,249.833,799.4105,797.5505,798.6775,454.2785,453.092,456.342,448.3995,64.89,2.78
2017-04-13 11:20:00,55.6,13.79,1912.84,520.3195000000001,397.8715,9.733435,1.742115,250.081,249.915,250.0895,295.85194648095,300.38995352465,251.1265,249.8025,799.2484999999999,799.908,798.2165,460.6525,452.8515,445.7005,459.9675,65.72,1.94
2017-04-13 11:40:00,55.6,13.79,2596.295,519.4615,402.95,9.49241,1.750445,249.823,250.6975,250.2625,295.8460520528,300.34846439294995,249.858,250.047,606.8634999999999,612.0165,607.6265,435.3315,449.21,451.452,441.2415,65.72,1.94
2017-04-13 12:00:00,55.6,13.79,2546.355,519.9395,401.074,9.523235,1.762975,249.738,250.7025,250.034,295.84015762465003,300.3069752612,250.465,249.634,600.984,602.5699999999999,597.5954999999999,460.9285,459.5065,455.349,454.726,65.72,1.94
